Venue ID,Name,Category,Latitude,Longitude,Budget,Atmosphere,Taste,Cost_Performance,Service,Access
4b57d0aaf964a5206a4228e3,Building 28e3,Building,34.698816,135.496455,Medium,9,4,6,4,8
4b57d595f964a520354328e3,Multiplex 28e3,Multiplex,34.703294,135.499999,High,5,9,5,5,9
4b57d5eaf964a520404328e3,Department Store 28e3,Department Store,34.701549,135.49675,High,6,8,4,7,4
4b57d724f964a520744328e3,Temple 28e3,Temple,34.701842,135.503998,Medium,7,4,9,8,7
4b57d922f964a520b54328e3,Hotel 28e3,Hotel,34.701022,135.519469,High,6,4,2,9,6
4b57d95ef964a520c04328e3,Building 28e3,Building,34.698481,135.494429,Low,6,9,9,9,9
4b57e0d2f964a520cf4428e3,Japanese Restaurant 28e3,Japanese Restaurant,34.697943,135.508654,High,9,9,8,6,9
4b57e6bcf964a520b64528e3,Department Store 28e3,Department Store,34.700201,135.519662,Low,6,6,5,8,9
4b57fd03f964a520fb4728e3,Train Station 28e3,Train Station,34.688973,135.474866,Low,4,7,4,8,7
4b580703f964a520094928e3,Building 28e3,Building,34.698487,135.49199,High,8,6,7,6,4
4b580878f964a520384928e3,Event Space 28e3,Event Space,34.689378,135.486238,Low,4,7,7,9,8
4b5821a3f964a520c74b28e3,Ramen /  Noodle House 28e3,Ramen /  Noodle House,34.709636,135.499055,Medium,9,10,9,5,7
4b5839fdf964a520a54e28e3,Convenience Store 28e3,Convenience Store,34.683511,135.517645,Low,4,8,8,4,9
4b583b75f964a520da4e28e3,Hotel 28e3,Hotel,34.683568,135.518482,Low,8,6,5,6,7
4b583bf5f964a520ed4e28e3,Convenience Store 28e3,Convenience Store,34.683484,135.517023,Low,8,8,4,6,5
4b583ce2f964a520154f28e3,Convenience Store 28e3,Convenience Store,34.685946,135.517613,Medium,4,5,9,5,6
4b583d1ef964a5201e4f28e3,Building 28e3,Building,34.699385,135.493596,Medium,9,5,9,5,6
4b583d23f964a5201f4f28e3,Coffee Shop 28e3,Coffee Shop,34.684402,135.517688,Medium,6,5,5,4,5
4b583da6f964a520344f28e3,Coffee Shop 28e3,Coffee Shop,34.686461,135.517335,High,5,6,9,8,6
4b583ddcf964a5203b4f28e3,Hotel 28e3,Hotel,34.698344,135.492486,Medium,5,6,3,6,8
4b58460df964a520785028e3,Burger Joint 28e3,Burger Joint,34.684728,135.516958,Low,7,5,4,7,8
4b58533ff964a520dc5228e3,Subway 28e3,Subway,34.691084,135.500923,Medium,7,4,9,9,7
4b585390f964a520e75228e3,Caf�� 28e3,Caf��,34.707036,135.504973,Medium,6,7,5,5,9
4b5853acf964a520ef5228e3,Sake Bar 28e3,Sake Bar,34.698984,135.495994,Low,8,4,4,9,8
4b585acaf964a520155428e3,Coffee Shop 28e3,Coffee Shop,34.68369,135.506927,High,10,5,5,9,5
4b585b4ff964a5202f5428e3,American Restaurant 28e3,American Restaurant,34.68239,135.500962,Medium,7,5,9,9,6
4b585d51f964a5207a5428e3,Coffee Shop 28e3,Coffee Shop,34.703906,135.499878,High,8,8,4,8,8
4b585dbaf964a5208f5428e3,Coffee Shop 28e3,Coffee Shop,34.699928,135.496852,High,8,7,8,7,10
4b585df5f964a5209e5428e3,Coffee Shop 28e3,Coffee Shop,34.707994,135.499202,High,9,7,9,6,8
4b585e2df964a520a65428e3,Coffee Shop 28e3,Coffee Shop,34.691817,135.49624,Low,9,5,7,5,10
4b585e65f964a520b45428e3,Coffee Shop 28e3,Coffee Shop,34.69917,135.491677,High,7,4,6,7,6
4b585f2cf964a520d65428e3,Building 28e3,Building,34.705313,135.490206,High,5,8,5,8,9
4b585fb4f964a520e65428e3,History Museum 28e3,History Museum,34.682567,135.520847,Low,4,7,8,4,5
4b586067f964a520ff5428e3,Convenience Store 28e3,Convenience Store,34.682856,135.517023,High,5,4,5,9,9
4b5860b1f964a520065528e3,Convenience Store 28e3,Convenience Store,34.683197,135.515767,High,4,8,8,4,8
4b58626cf964a520575528e3,Building 28e3,Building,34.688027,135.500569,Low,8,9,8,6,7
4b58dfbff964a520387028e3,Bridge 28e3,Bridge,34.692122,135.507069,Low,5,6,8,9,4
4b58eff8f964a5203c7428e3,Train Station 28e3,Train Station,34.695403,135.473313,Medium,8,9,7,8,4
4b58f048f964a520537428e3,Bed & Breakfast 28e3,Bed & Breakfast,34.699015,135.50904,Medium,9,9,9,7,8
4b590b65f964a520ea7928e3,Caf� 28e3,Caf�,34.699072,135.499449,Medium,7,5,5,8,7
4b591f98f964a520cb7d28e3,Fast Food Restaurant 28e3,Fast Food Restaurant,34.7075,135.499205,High,4,9,9,8,5
4b592ad4f964a520e17f28e3,Grocery Store 28e3,Grocery Store,34.688791,135.512297,High,5,9,8,7,5
4b592fc3f964a5209e8028e3,Video Store 28e3,Video Store,34.710424,135.510392,High,7,5,5,6,5
4b5930fff964a520c48028e3,Burger Joint 28e3,Burger Joint,34.71058,135.511159,Low,4,8,8,7,5
4b59316bf964a520d38028e3,Burger Joint 28e3,Burger Joint,34.705381,135.511827,High,4,7,6,7,7
4b5931f0f964a520e88028e3,Burger Joint 28e3,Burger Joint,34.701374,135.498392,Medium,5,6,7,4,4
4b593242f964a520fd8028e3,Japanese Restaurant 28e3,Japanese Restaurant,34.700432,135.500486,Low,8,6,6,8,7
4b5932edf964a520088128e3,Japanese Restaurant 28e3,Japanese Restaurant,34.699879,135.500212,Low,6,4,4,5,6
4b5933bff964a5202f8128e3,Chinese Restaurant 28e3,Chinese Restaurant,34.70745,135.51367,Low,7,8,8,7,9
4b593477f964a520498128e3,Bookstore 28e3,Bookstore,34.704858,135.498548,Medium,5,8,6,5,6
4b5934b7f964a5205b8128e3,Arts & Crafts Store 28e3,Arts & Crafts Store,34.707972,135.499937,Medium,4,5,8,5,5
4b593876f964a520d78128e3,Sandwich Place 28e3,Sandwich Place,34.697074,135.49616,Medium,5,9,5,6,4
4b593987f964a520098228e3,Donut Shop 28e3,Donut Shop,34.696347,135.495645,Low,7,5,8,5,8
4b5939daf964a520188228e3,Japanese Restaurant 28e3,Japanese Restaurant,34.702932,135.503469,Low,6,8,7,4,8
4b593a81f964a520368228e3,Coffee Shop 28e3,Coffee Shop,34.689636,135.517285,High,9,4,7,5,9
4b593ee1f964a520d08228e3,Fast Food Restaurant 28e3,Fast Food Restaurant,34.703818,135.498011,High,4,6,4,6,7
4b5954bbf964a520498528e3,Office 28e3,Office,34.681411,135.499835,Medium,5,4,9,8,7
4b595789f964a5209d8528e3,Art Museum 28e3,Art Museum,34.691749,135.492142,Low,4,8,4,6,4
4b595b86f964a520fc8528e3,Italian Restaurant 28e3,Italian Restaurant,34.687699,135.495289,High,9,4,4,9,7
4b595cdef964a520258628e3,Caf�� 28e3,Caf��,34.711655,135.511189,Medium,4,9,8,6,6
4b597749f964a5202c8928e3,Music Venue 28e3,Music Venue,34.702892,135.507092,Medium,4,7,7,8,4
4b59813bf964a520728a28e3,French Restaurant 28e3,French Restaurant,34.689775,135.508327,High,6,7,4,7,9
4b5982c3f964a520a38a28e3,Government Building 28e3,Government Building,34.693532,135.504015,Medium,7,6,5,8,8
4b598626f964a5201a8b28e3,Hotel 28e3,Hotel,34.6955,135.495248,Low,6,7,2,9,6
4b598e57f964a520608c28e3,BBQ Joint 28e3,BBQ Joint,34.691648,135.495934,Medium,8,7,8,4,8
4b59ab96f964a520e09128e3,Bar 28e3,Bar,34.704678,135.502799,Low,10,5,4,9,5
4b59ad37f964a520329228e3,Subway 28e3,Subway,34.681958,135.498977,Low,8,6,8,6,6
4b59c1a2f964a520699628e3,Train Station 28e3,Train Station,34.704911,135.520316,High,5,7,4,5,5
4b5a471ff964a5209bb928e3,Event Space 28e3,Event Space,34.704744,135.498912,High,7,4,8,9,9
4b5a5c9ef964a5200ec028e3,Grocery Store 28e3,Grocery Store,34.693474,135.526319,High,8,5,4,5,6
4b5a6f3bf964a520e3c428e3,Japanese Restaurant 28e3,Japanese Restaurant,34.683211,135.498274,Medium,5,5,8,8,8
4b5a784df964a5200fc728e3,Medical Center 28e3,Medical Center,34.6877,135.507727,High,9,6,8,4,9
4b5a7b8ef964a520b2c728e3,Train Station 28e3,Train Station,34.705493,135.49829,High,7,4,4,8,7
4b5a9250f964a520ddcb28e3,Caf�� 28e3,Caf��,34.708447,135.505711,Medium,7,9,7,6,8
4b5a9612f964a520a4cc28e3,Subway 28e3,Subway,34.7038,135.510827,High,7,9,6,5,5
4b5a97cff964a520e5cc28e3,Bar 28e3,Bar,34.707575,135.50517,Medium,8,9,5,8,8
4b5a97fff964a520eecc28e3,Train Station 28e3,Train Station,34.70492,135.51213,Medium,5,7,9,5,7
4b5a9a1df964a52099cd28e3,Plaza 28e3,Plaza,34.702115,135.501895,Low,7,8,4,4,6
4b5aa0f8f964a5208fce28e3,Japanese Restaurant 28e3,Japanese Restaurant,34.700013,135.520121,Low,8,7,9,4,7
4b5aa15af964a520a2ce28e3,Donut Shop 28e3,Donut Shop,34.692441,135.502005,High,4,4,4,9,8
4b5aa18ff964a520b2ce28e3,Ramen /  Noodle House 28e3,Ramen /  Noodle House,34.704158,135.499179,Medium,9,7,7,7,8
4b5aa29cf964a520dece28e3,Coffee Shop 28e3,Coffee Shop,34.702424,135.517004,Low,9,8,9,8,7
4b5aa406f964a5200dcf28e3,Steakhouse 28e3,Steakhouse,34.701295,135.517776,Low,7,8,7,6,6
4b5aa675f964a52073cf28e3,Park 28e3,Park,34.703553,135.509319,Low,7,4,5,4,4
4b5aad26f964a52068d028e3,Electronics Store 28e3,Electronics Store,34.704232,135.496171,Low,9,4,8,9,9
4b5ae129f964a5207ed828e3,Italian Restaurant 28e3,Italian Restaurant,34.705361,135.498995,High,6,4,6,7,5
4b5aea48f964a52021da28e3,Mall 28e3,Mall,34.699954,135.495415,Low,9,7,7,8,5
4b5af16af964a52071db28e3,Indian Restaurant 28e3,Indian Restaurant,34.708856,135.51147,High,7,7,5,5,7
4b5afad6f964a5202edd28e3,BBQ Joint 28e3,BBQ Joint,34.692731,135.484126,Medium,5,7,7,8,4
4b5b000ef964a52022de28e3,Sake Bar 28e3,Sake Bar,34.699513,135.500897,High,9,6,8,4,4
4b5b2599f964a5207ae628e3,Japanese Restaurant 28e3,Japanese Restaurant,34.690059,135.494044,Low,4,8,7,8,7
4b5b9d7cf964a520260b29e3,Spiritual Center 29e3,Spiritual Center,34.680723,135.500114,Medium,8,8,9,6,8
4b5b9f84f964a520ba0b29e3,Italian Restaurant 29e3,Italian Restaurant,34.700769,135.498936,Medium,9,5,6,8,4
4b5b9fe2f964a520cf0b29e3,Science Museum 29e3,Science Museum,34.691327,135.491542,High,5,5,9,5,6
4b5ba043f964a520f00b29e3,Burger Joint 29e3,Burger Joint,34.689352,135.475951,Medium,8,8,4,9,4
4b5ba09cf964a5200b0c29e3,Concert Hall 29e3,Concert Hall,34.708677,135.498945,High,5,4,6,8,5
4b5ba0b0f964a520110c29e3,Fast Food Restaurant 29e3,Fast Food Restaurant,34.694122,135.475119,Medium,4,9,6,6,4
4b5ba198f964a520580c29e3,Mall 29e3,Mall,34.69849,135.493977,High,8,4,5,4,6
4b5ba5a5f964a5207a0d29e3,Convenience Store 29e3,Convenience Store,34.714278,135.51095,Low,4,8,9,7,4
4b5ba7f8f964a520070e29e3,Indian Restaurant 29e3,Indian Restaurant,34.707819,135.509513,High,8,8,9,6,8
4b5bafabf964a520f80f29e3,Shrine 29e3,Shrine,34.684287,135.526872,High,8,8,8,5,5
4b5bb438f964a520181129e3,Indian Restaurant 29e3,Indian Restaurant,34.704814,135.49895,Low,6,4,8,9,4
4b5bb44af964a5201d1129e3,Train Station 29e3,Train Station,34.691521,135.506616,High,9,4,6,8,8
4b5bba9bf964a520b41229e3,Coffee Shop 29e3,Coffee Shop,34.681182,135.497094,High,8,9,4,4,6
4b5bc06af964a520281429e3,Concert Hall 29e3,Concert Hall,34.69366,135.488441,Medium,7,5,5,5,9
4b5bd981f964a520b81929e3,Sporting Goods Shop 29e3,Sporting Goods Shop,34.706183,135.49923,High,9,6,6,5,7
4b5bdf9ff964a520f91a29e3,Caf�� 29e3,Caf��,34.683424,135.498924,Medium,4,9,7,8,9
4b5bee20f964a520c01d29e3,Caf�� 29e3,Caf��,34.685153,135.495704,Low,9,6,4,4,8
4b5bf384f964a520a61e29e3,Department Store 29e3,Department Store,34.700554,135.498607,Medium,8,9,5,6,6
4b5bf3fff964a520bf1e29e3,Building 29e3,Building,34.705987,135.502013,Medium,9,7,5,9,5
4b5c006ff964a520be2029e3,Asian Restaurant 29e3,Asian Restaurant,34.699046,135.498075,Low,5,5,9,6,6
4b5c0c99f964a5206b2229e3,Bike Shop 29e3,Bike Shop,34.705899,135.510736,Medium,5,7,4,9,4
4b5c41b4f964a520c82829e3,Concert Hall 29e3,Concert Hall,34.701415,135.486055,Low,7,9,5,6,4
4b5c4272f964a520e12829e3,Spa / Massage 29e3,Spa / Massage,34.71501,135.513568,High,8,8,7,5,4
4b5c53a2f964a520182b29e3,Dessert Shop 29e3,Dessert Shop,34.716079,135.51647,High,5,4,7,7,8
4b5c545df964a520332b29e3,Video Store 29e3,Video Store,34.710297,135.512823,Medium,5,9,8,5,8
4b5c566ff964a520852b29e3,Convenience Store 29e3,Convenience Store,34.71624,135.516336,High,9,6,6,6,6
4b5c583af964a520c82b29e3,Grocery Store 29e3,Grocery Store,34.714481,135.508043,Low,4,6,9,7,7
4b5cf095f964a520b84b29e3,Convenience Store 29e3,Convenience Store,34.702093,135.50418,High,4,6,6,6,8
4b5cf12ff964a520d34b29e3,Bank 29e3,Bank,34.709272,135.526274,Low,5,8,5,6,6
4b5cf139f964a520d44b29e3,Convenience Store 29e3,Convenience Store,34.702167,135.50287,High,8,8,5,7,5
4b5cf6f0f964a520e54c29e3,Train Station 29e3,Train Station,34.697401,135.513442,Medium,8,9,8,9,4
4b5cf893f964a520264d29e3,Parking 29e3,Parking,34.702459,135.507902,High,8,4,7,5,9
4b5cfaeef964a520844d29e3,Steakhouse 29e3,Steakhouse,34.698468,135.504287,High,5,4,9,5,8
4b5d0e1ef964a520a35029e3,Italian Restaurant 29e3,Italian Restaurant,34.700148,135.50031,High,6,4,5,4,4
4b5d0ec8f964a520be5029e3,Temple 29e3,Temple,34.680529,135.499492,Low,9,9,6,8,4
4b5d104ff964a520fb5029e3,Temple 29e3,Temple,34.684975,135.50006,Low,5,7,4,4,6
4b5d1087f964a520015129e3,General Entertainment 29e3,General Entertainment,34.684989,135.499701,Medium,8,7,9,9,5
4b5d10d4f964a5200f5129e3,Italian Restaurant 29e3,Italian Restaurant,34.696095,135.494143,Low,7,9,5,8,5
4b5d11c9f964a5203d5129e3,Japanese Restaurant 29e3,Japanese Restaurant,34.702316,135.505815,High,9,6,6,6,9
4b5d1476f964a520a25129e3,Chinese Restaurant 29e3,Chinese Restaurant,34.705262,135.502842,High,6,7,8,5,5
4b5d1509f964a520c55129e3,Bank 29e3,Bank,34.693894,135.499728,Low,9,6,6,4,8
4b5d152af964a520ca5129e3,Indian Restaurant 29e3,Indian Restaurant,34.702362,135.501734,High,7,5,4,4,9
4b5d1602f964a520fb5129e3,Arcade 29e3,Arcade,34.702782,135.500288,Medium,5,9,7,4,4
4b5d1e5ef964a520675329e3,Japanese Restaurant 29e3,Japanese Restaurant,34.684514,135.502677,Medium,8,7,4,7,5
4b5d2043f964a520a25329e3,Convenience Store 29e3,Convenience Store,34.68794,135.491434,Low,6,4,8,5,7
4b5d240af964a5203e5429e3,Korean Restaurant 29e3,Korean Restaurant,34.697697,135.49433,Low,9,5,4,7,6
4b5d2484f964a5205b5429e3,Italian Restaurant 29e3,Italian Restaurant,34.695905,135.496235,Medium,5,4,8,9,7
4b5d267af964a520a45429e3,Building 29e3,Building,34.70073,135.499063,Medium,5,5,6,6,8
4b5d2ecff964a520c95529e3,Grocery Store 29e3,Grocery Store,34.708644,135.526329,Low,9,8,4,4,8
4b5d31e8f964a5202d5629e3,Office 29e3,Office,34.69455,135.50612,Low,9,8,9,9,7
4b5d3712f964a520c25629e3,Art Gallery 29e3,Art Gallery,34.691024,135.492174,Low,9,6,9,9,9
4b5d3949f964a520005729e3,Ramen /  Noodle House 29e3,Ramen /  Noodle House,34.698305,135.5072,High,4,8,6,7,7
4b5d466bf964a520675829e3,Liquor Store 29e3,Liquor Store,34.708312,135.520784,Low,9,5,7,7,6
4b5d46f6f964a5207c5829e3,Caf� 29e3,Caf�,34.703174,135.511415,Low,7,9,9,4,9
4b5d488cf964a520ae5829e3,Fast Food Restaurant 29e3,Fast Food Restaurant,34.707587,135.510443,High,9,6,9,4,5
4b5d49eff964a520d45829e3,Coffee Shop 29e3,Coffee Shop,34.704944,135.511921,Medium,7,5,6,8,8
4b5d4e8af964a5205f5929e3,Bike Shop 29e3,Bike Shop,34.687764,135.510165,Low,8,9,5,9,7
4b5d50c9f964a520a05929e3,Caf� 29e3,Caf�,34.695067,135.495393,High,6,7,4,7,4
4b5d5794f964a5205c5a29e3,Coffee Shop 29e3,Coffee Shop,34.69598,135.492797,Low,8,4,5,9,10
4b5d7fd6f964a520125f29e3,Convenience Store 29e3,Convenience Store,34.711202,135.510406,Low,8,9,6,7,8
4b5d8341f964a520985f29e3,Subway 29e3,Subway,34.681993,135.498955,High,6,6,4,9,5
4b5d8ab9f964a520c86029e3,Deli / Bodega 29e3,Deli / Bodega,34.680441,135.48915,Medium,5,8,5,7,5
4b5d9acbf964a5202c6329e3,Dessert Shop 29e3,Dessert Shop,34.719838,135.481832,High,8,5,7,4,8
4b5d9b9cf964a5204c6329e3,Grocery Store 29e3,Grocery Store,34.704851,135.498544,Low,4,4,4,6,9
4b5e33def964a5207d8329e3,Subway 29e3,Subway,34.697559,135.511023,Medium,6,9,4,8,9
4b5e49b2f964a520db8729e3,Convenience Store 29e3,Convenience Store,34.688729,135.507683,High,7,7,5,9,8
4b5e4acef964a520118829e3,Subway 29e3,Subway,34.710829,135.510778,High,6,4,5,7,6
4b5e5270f964a520948929e3,Gym 29e3,Gym,34.694483,135.48893,Medium,6,4,9,7,8
4b5e5cbef964a5205a8b29e3,Office 29e3,Office,34.691303,135.507241,Low,6,4,8,9,7
4b5e621cf964a520588c29e3,Electronics Store 29e3,Electronics Store,34.700977,135.493956,High,9,6,8,8,8
4b5e6b49f964a520e78d29e3,Building 29e3,Building,34.698166,135.49063,High,6,6,9,5,9
4b5e6b6af964a520ed8d29e3,Office 29e3,Office,34.698564,135.49044,High,7,4,8,5,4
4b5e6bcdf964a520f88d29e3,Ramen /  Noodle House 29e3,Ramen /  Noodle House,34.703407,135.500578,Low,5,10,6,7,9
4b5e6e24f964a5205d8e29e3,Building 29e3,Building,34.699486,135.499676,High,4,4,4,4,4
4b5e709df964a520c78e29e3,Chinese Restaurant 29e3,Chinese Restaurant,34.697143,135.487306,Medium,5,9,8,6,6
4b5e75a5f964a520a68f29e3,Coffee Shop 29e3,Coffee Shop,34.693292,135.49413,Medium,10,9,6,6,6
4b5e8153f964a5202d9129e3,Bookstore 29e3,Bookstore,34.701868,135.501058,High,7,8,4,7,9
4b5e88faf964a520fc9129e3,Building 29e3,Building,34.698849,135.499382,High,6,7,8,9,4
4b5e9534f964a520269329e3,Japanese Restaurant 29e3,Japanese Restaurant,34.699841,135.500491,Medium,4,8,8,6,4
4b5e961ff964a520409329e3,Japanese Restaurant 29e3,Japanese Restaurant,34.687071,135.498782,Medium,9,7,9,5,5
4b5e9663f964a520459329e3,Japanese Restaurant 29e3,Japanese Restaurant,34.690286,135.516164,High,8,6,5,4,9
4b5e9693f964a5204e9329e3,Japanese Restaurant 29e3,Japanese Restaurant,34.701154,135.497689,Medium,9,8,7,8,7
4b5e9714f964a5205c9329e3,Ramen /  Noodle House 29e3,Ramen /  Noodle House,34.686249,135.505648,Low,8,10,8,6,7
4b5e98a8f964a5208a9329e3,Japanese Restaurant 29e3,Japanese Restaurant,34.696532,135.495221,Low,8,5,6,6,6
4b5e9d30f964a520fd9329e3,Fast Food Restaurant 29e3,Fast Food Restaurant,34.683128,135.517401,Low,7,7,5,6,6
4b5eac53f964a520859529e3,Chinese Restaurant 29e3,Chinese Restaurant,34.703512,135.504784,Low,8,7,6,9,5
4b5eb1e1f964a520229629e3,Convention Center 29e3,Convention Center,34.689973,135.51301,Medium,9,9,5,9,6
4b5ecb64f964a520f09829e3,Building 29e3,Building,34.685833,135.503968,Low,7,5,8,9,5
4b5ecc60f964a5200d9929e3,Ramen /  Noodle House 29e3,Ramen /  Noodle House,34.705558,135.497474,High,4,6,7,5,7
4b5ee535f964a520d69c29e3,Bookstore 29e3,Bookstore,34.683811,135.50514,High,7,7,7,8,8
4b5ee5f5f964a520fa9c29e3,Vegetarian / Vegan Restaurant 29e3,Vegetarian / Vegan Restaurant,34.688667,135.508666,Low,5,4,7,5,4
4b5ef48cf964a520ab9f29e3,Subway 29e3,Subway,34.681905,135.51728,High,9,6,8,9,4
4b5ef6e8f964a52029a029e3,Laundry Service 29e3,Laundry Service,34.704734,135.523598,Low,9,6,4,9,8
4b5f77b3f964a5201cbc29e3,Donut Shop 29e3,Donut Shop,34.701587,135.512239,Low,8,5,9,7,9
