User ID,Venue ID,Venue Category Name,UTC Time,Time Offset
466937,4b60d80ff964a5201ffd29e3,Train Station,Tue Apr 03 23:27:14 +0000 2012,540
45250,4b3ae51bf964a520956f25e3,Train Station,Tue Apr 03 23:31:29 +0000 2012,540
1590621,4f613046e4b0ed015738a8a9,Building,Tue Apr 03 23:35:54 +0000 2012,540
497849,4c6120c7de6920a1d5899764,Convenience Store,Tue Apr 03 23:37:56 +0000 2012,540
262049,4ca12e2146978cfa3612ba7f,Office,Tue Apr 03 23:38:42 +0000 2012,540
497849,4b56e0f4f964a520eb1d28e3,Subway,Tue Apr 03 23:39:54 +0000 2012,540
516339,4ca12e2146978cfa3612ba7f,Office,Tue Apr 03 23:41:16 +0000 2012,540
45250,4b62487af964a52040402ae3,Subway,Tue Apr 03 23:48:03 +0000 2012,540
1071896,4b58533ff964a520dc5228e3,Subway,Tue Apr 03 23:48:37 +0000 2012,540
497849,4b58533ff964a520dc5228e3,Subway,Tue Apr 03 23:48:44 +0000 2012,540
727906,4b5a7b8ef964a520b2c728e3,Train Station,Tue Apr 03 23:54:47 +0000 2012,540
872267,4c1ef0d58b3aa593cbdd9c5f,Dentist's Office,Tue Apr 03 23:57:04 +0000 2012,540
491479,4cc4bca9b2beb1f76dc21e4c,Train Station,Tue Apr 03 23:58:06 +0000 2012,540
491479,4e477fdd45dd2955e5a6ab83,Art Gallery,Tue Apr 03 23:59:33 +0000 2012,540
444598,4b57ce23f964a520f14128e3,Hotel,Tue Apr 03 23:59:40 +0000 2012,540
545695,4e6047ad18a8ce02fbe7b061,Platform,Wed Apr 04 00:00:16 +0000 2012,540
545695,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 00:00:33 +0000 2012,540
491479,4b6e6a0af964a52079bc2ce3,Mall,Wed Apr 04 00:01:14 +0000 2012,540
89430,4b62487af964a52040402ae3,Subway,Wed Apr 04 00:04:54 +0000 2012,540
727906,4b563d4ff964a520ef0628e3,Subway,Wed Apr 04 00:06:35 +0000 2012,540
545695,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 00:10:10 +0000 2012,540
545695,4d05e7b9e350b60c89bb8a42,Platform,Wed Apr 04 00:10:23 +0000 2012,540
491479,4b9dba6df964a5201bbc36e3,Coffee Shop,Wed Apr 04 00:12:00 +0000 2012,540
1115933,4c9c11488afca0937557ea15,Train Station,Wed Apr 04 00:12:16 +0000 2012,540
90193,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 00:13:07 +0000 2012,540
1073386,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 00:15:12 +0000 2012,540
520117,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 00:16:36 +0000 2012,540
973149,4caf01c139458cfaa0a1f69f,Subway,Wed Apr 04 00:17:16 +0000 2012,540
1300312,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 00:19:04 +0000 2012,540
90193,4b62487af964a52040402ae3,Subway,Wed Apr 04 00:24:14 +0000 2012,540
1096932,4b867330f964a5209d8a31e3,Hospital,Wed Apr 04 00:31:57 +0000 2012,540
225772,4c9c11488afca0937557ea15,Train Station,Wed Apr 04 00:44:43 +0000 2012,540
780665,4d8dea2bc1b1721ec9f92246,Mall,Wed Apr 04 00:46:31 +0000 2012,540
624383,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 00:47:18 +0000 2012,540
1559852,4b6394f5f964a520cf842ae3,Train Station,Wed Apr 04 00:47:44 +0000 2012,540
785867,4c1ef0d58b3aa593cbdd9c5f,Dentist's Office,Wed Apr 04 01:05:37 +0000 2012,540
1014464,4b972338f964a5209ef934e3,Arts & Entertainment,Wed Apr 04 01:16:41 +0000 2012,540
1677849,4b972338f964a5209ef934e3,Arts & Entertainment,Wed Apr 04 01:19:08 +0000 2012,540
60120,4b860237f964a520547d31e3,Park,Wed Apr 04 01:21:23 +0000 2012,540
59526,4bf4804b98ac0f47bf1c64a8,Building,Wed Apr 04 01:27:14 +0000 2012,540
1751080,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 01:30:35 +0000 2012,540
2158201,4e7914771495dbb16bc86eb7,Mall,Wed Apr 04 01:30:53 +0000 2012,540
683848,4b595789f964a5209d8528e3,Art Museum,Wed Apr 04 01:34:31 +0000 2012,540
2158201,4bbea09098f49521129fd163,Convenience Store,Wed Apr 04 01:35:04 +0000 2012,540
19027,4f2fa146e4b0bd78b91445c1,Office,Wed Apr 04 01:35:43 +0000 2012,540
1292311,4e93ffad29c2e7c7fe6b16b4,General Travel,Wed Apr 04 01:37:20 +0000 2012,540
727906,4b563d4ff964a520ef0628e3,Subway,Wed Apr 04 01:45:18 +0000 2012,540
1751080,4b6186fdf964a520e1162ae3,General Entertainment,Wed Apr 04 01:49:41 +0000 2012,540
1751080,4b6186fdf964a520e1162ae3,General Entertainment,Wed Apr 04 01:49:52 +0000 2012,540
835287,4b5e75a5f964a520a68f29e3,Coffee Shop,Wed Apr 04 01:51:10 +0000 2012,540
494900,4ef482c1b8f77e0f97f676de,Train Station,Wed Apr 04 01:52:01 +0000 2012,540
727906,4c6246c869a1c9b61d6738a4,Office,Wed Apr 04 01:52:56 +0000 2012,540
1462450,4c39c26818e72d7fe8aa1af5,Hospital,Wed Apr 04 01:53:26 +0000 2012,540
527221,4b618389f964a52052162ae3,Grocery Store,Wed Apr 04 02:05:16 +0000 2012,540
1302797,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 02:06:38 +0000 2012,540
1323921,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 02:12:34 +0000 2012,540
1302797,4e6047ad18a8ce02fbe7b061,Platform,Wed Apr 04 02:14:31 +0000 2012,540
1865544,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 02:18:22 +0000 2012,540
1865544,4b56e0f4f964a520eb1d28e3,Subway,Wed Apr 04 02:24:01 +0000 2012,540
494900,4b585f2cf964a520d65428e3,Building,Wed Apr 04 02:26:20 +0000 2012,540
608514,4b89fbe6f964a520285a32e3,Sporting Goods Shop,Wed Apr 04 02:29:49 +0000 2012,540
962669,4b59c1a2f964a520699628e3,Train Station,Wed Apr 04 02:42:08 +0000 2012,540
1547622,4b564833f964a520230928e3,Train Station,Wed Apr 04 02:42:34 +0000 2012,540
929523,4c1b11c8eac020a1045944c2,Platform,Wed Apr 04 02:44:32 +0000 2012,540
1547622,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 02:45:39 +0000 2012,540
1559852,4b5e88faf964a520fc9129e3,Building,Wed Apr 04 02:46:36 +0000 2012,540
732850,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 02:47:10 +0000 2012,540
1316856,4b63f694f964a520f4982ae3,Record Shop,Wed Apr 04 02:47:19 +0000 2012,540
1587644,4bb72a871344b71322699e04,Gym,Wed Apr 04 02:48:09 +0000 2012,540
904372,4b6a951bf964a52041d92be3,Government Building,Wed Apr 04 02:50:42 +0000 2012,540
973149,4bff710988e79521abf77d8f,Japanese Restaurant,Wed Apr 04 02:55:43 +0000 2012,540
1898594,4b909504f964a520f69033e3,Burger Joint,Wed Apr 04 02:56:24 +0000 2012,540
936699,4e24f118ae6035bd16f1870a,Building,Wed Apr 04 02:57:56 +0000 2012,540
1751080,4b5aad26f964a52068d028e3,Electronics Store,Wed Apr 04 03:01:16 +0000 2012,540
973149,4b59ad37f964a520329228e3,Subway,Wed Apr 04 03:02:24 +0000 2012,540
1121869,4ee485b229c220f971c9a4d1,Sushi Restaurant,Wed Apr 04 03:02:37 +0000 2012,540
973149,4b62487af964a52040402ae3,Subway,Wed Apr 04 03:02:55 +0000 2012,540
504324,4c9d665103133704f8e35ed5,Ramen /  Noodle House,Wed Apr 04 03:03:39 +0000 2012,540
1590621,4f272c87e4b061764707f8d2,Caf�,Wed Apr 04 03:03:45 +0000 2012,540
562387,4b78f804f964a520afe72ee3,Burger Joint,Wed Apr 04 03:06:10 +0000 2012,540
608514,4b56e0f4f964a520eb1d28e3,Subway,Wed Apr 04 03:08:00 +0000 2012,540
50591,4eb74e95469073bbc6f50e26,French Restaurant,Wed Apr 04 03:10:53 +0000 2012,540
683848,4bbd3956a8cf76b0299fb1fd,Japanese Restaurant,Wed Apr 04 03:12:13 +0000 2012,540
392010,4b5554eff964a520cbe127e3,Subway,Wed Apr 04 03:14:37 +0000 2012,540
1082630,4b6be5e2f964a520db1b2ce3,Department Store,Wed Apr 04 03:15:38 +0000 2012,540
274034,4c22cb3211de20a11f8a85ce,Indian Restaurant,Wed Apr 04 03:16:27 +0000 2012,540
513310,4c4fa599885c1b8d2a28ea37,Japanese Restaurant,Wed Apr 04 03:18:12 +0000 2012,540
60120,4d7840bfd7edb60c937ef21a,Japanese Restaurant,Wed Apr 04 03:19:07 +0000 2012,540
1754382,4bf4804b98ac0f47bf1c64a8,Building,Wed Apr 04 03:20:54 +0000 2012,540
1176663,4b81c47df964a520e2bc30e3,City Hall,Wed Apr 04 03:21:28 +0000 2012,540
31888,4ef3347b991151406d59f424,Japanese Restaurant,Wed Apr 04 03:22:39 +0000 2012,540
1356610,4bfcaed84cf820a1ad76ebf4,Japanese Restaurant,Wed Apr 04 03:22:41 +0000 2012,540
95150,4dd1e7bed22d67839c507b49,Japanese Restaurant,Wed Apr 04 03:23:23 +0000 2012,540
1550124,4cc274a2306e224b34be906c,Plaza,Wed Apr 04 03:23:40 +0000 2012,540
392010,4be3a1f9660ec928aab7cc3b,Office,Wed Apr 04 03:23:57 +0000 2012,540
1105386,4c0f088ac6cf76b0dfcb8151,Sushi Restaurant,Wed Apr 04 03:24:13 +0000 2012,540
491479,4b9dae9ff964a520d8b936e3,Restaurant,Wed Apr 04 03:25:11 +0000 2012,540
417159,4bbbfe5c3de8c9b6ea919aad,Korean Restaurant,Wed Apr 04 03:25:50 +0000 2012,540
2180531,4d468d9cc3e5f04d06ddae20,Japanese Restaurant,Wed Apr 04 03:28:37 +0000 2012,540
1082630,4e16da2bfa76a474496f1cb1,Ramen /  Noodle House,Wed Apr 04 03:29:14 +0000 2012,540
562387,4b565252f964a520260b28e3,Park,Wed Apr 04 03:29:16 +0000 2012,540
857387,4c4eb79b92b6a593aa345e70,Japanese Restaurant,Wed Apr 04 03:29:46 +0000 2012,540
504324,4b7888fdf964a520f2d42ee3,Diner,Wed Apr 04 03:29:59 +0000 2012,540
2180531,4b5fef9ef964a5200dd129e3,Historic Site,Wed Apr 04 03:30:18 +0000 2012,540
1036663,4f0c2688e4b0f72c81252017,Other Nightlife,Wed Apr 04 03:34:48 +0000 2012,540
59526,4c1b11c8eac020a1045944c2,Platform,Wed Apr 04 03:36:31 +0000 2012,540
224261,4f6018cde4b05c3a9263cdcd,Japanese Restaurant,Wed Apr 04 03:38:44 +0000 2012,540
1298226,4b5e88faf964a520fc9129e3,Building,Wed Apr 04 03:40:12 +0000 2012,540
61785,4bb807b953649c7477aa46fb,Bookstore,Wed Apr 04 03:42:15 +0000 2012,540
1529534,4f6018cde4b05c3a9263cdcd,Japanese Restaurant,Wed Apr 04 03:42:55 +0000 2012,540
1462450,4c4568408c1f20a11eba3d99,Bridge,Wed Apr 04 03:44:26 +0000 2012,540
499710,4bfe61524cf820a14abfedf4,Caf�,Wed Apr 04 03:45:24 +0000 2012,540
562387,4b63b18ef964a520808c2ae3,Bakery,Wed Apr 04 03:47:19 +0000 2012,540
911053,4f6018cde4b05c3a9263cdcd,Japanese Restaurant,Wed Apr 04 03:47:53 +0000 2012,540
16617,4ba1ab5bf964a520ebc637e3,Indian Restaurant,Wed Apr 04 03:49:02 +0000 2012,540
727906,4c2c1096d1a10f471908f964,Japanese Restaurant,Wed Apr 04 03:49:18 +0000 2012,540
392010,4d12fab312916dcb6081da8a,Government Building,Wed Apr 04 03:51:13 +0000 2012,540
491479,4ec1dc336da15b4ddff0d2b5,Korean Restaurant,Wed Apr 04 03:53:36 +0000 2012,540
2107677,4c1b11c8eac020a1045944c2,Platform,Wed Apr 04 03:59:08 +0000 2012,540
2125828,4e13d4e5b61c18a826fcd4f0,Japanese Restaurant,Wed Apr 04 04:00:21 +0000 2012,540
162609,4b5bb44af964a5201d1129e3,Train Station,Wed Apr 04 04:01:48 +0000 2012,540
1401348,4b595789f964a5209d8528e3,Art Museum,Wed Apr 04 04:03:20 +0000 2012,540
683848,4b651c09f964a5209de42ae3,Cupcake Shop,Wed Apr 04 04:06:42 +0000 2012,540
1898594,4d6def142c542d432bbb75a6,Mall,Wed Apr 04 04:08:03 +0000 2012,540
16558,4d101ca5e2365481fffb75ea,Caf�,Wed Apr 04 04:10:44 +0000 2012,540
19027,4dfc263445ddebdfeaa9bfc3,Chinese Restaurant,Wed Apr 04 04:11:47 +0000 2012,540
1660857,4bff694e369476b0e2d28d1f,Dessert Shop,Wed Apr 04 04:12:39 +0000 2012,540
1559852,4d6def142c542d432bbb75a6,Mall,Wed Apr 04 04:13:46 +0000 2012,540
2190753,4e6047ad18a8ce02fbe7b061,Platform,Wed Apr 04 04:15:25 +0000 2012,540
380151,4c1ab7da55e4c9b6a53d4823,Office,Wed Apr 04 04:15:34 +0000 2012,540
16831,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 04:16:39 +0000 2012,540
392010,4b56e0f4f964a520eb1d28e3,Subway,Wed Apr 04 04:17:18 +0000 2012,540
962669,4da322a59aa4721e6b3b1d1a,Park,Wed Apr 04 04:17:39 +0000 2012,540
1073386,4b563d4ff964a520ef0628e3,Subway,Wed Apr 04 04:17:58 +0000 2012,540
1182399,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 04:18:37 +0000 2012,540
1352781,4e547844fa761d3de83db6e3,Speakeasy,Wed Apr 04 04:18:45 +0000 2012,540
1898594,4dc28b0efa7608e86fdb2467,Plaza,Wed Apr 04 04:20:13 +0000 2012,540
16831,4b616775f964a5205a122ae3,Subway,Wed Apr 04 04:20:36 +0000 2012,540
16831,4b563d4ff964a520ef0628e3,Subway,Wed Apr 04 04:23:19 +0000 2012,540
61785,4bbe79d682a2ef3b3a7c2bd2,Subway,Wed Apr 04 04:23:47 +0000 2012,540
162609,4b567a2af964a5202b1228e3,Caf�,Wed Apr 04 04:24:16 +0000 2012,540
1041861,4b5aad26f964a52068d028e3,Electronics Store,Wed Apr 04 04:24:36 +0000 2012,540
697670,4d59b23c4d9a721e0fe5430e,Subway,Wed Apr 04 04:26:52 +0000 2012,540
719080,4d8c6b63fdd3b1f7dd866cda,Steakhouse,Wed Apr 04 04:28:16 +0000 2012,540
1898594,4d6dee702c542d4322b575a6,Plaza,Wed Apr 04 04:28:59 +0000 2012,540
891051,4b65105df964a52041e22ae3,Ramen /  Noodle House,Wed Apr 04 04:30:13 +0000 2012,540
785867,4b61374bf964a5202b0d2ae3,Building,Wed Apr 04 04:32:37 +0000 2012,540
389362,4c1b11c8eac020a1045944c2,Platform,Wed Apr 04 04:34:19 +0000 2012,540
32181,4b5c006ff964a520be2029e3,Asian Restaurant,Wed Apr 04 04:34:22 +0000 2012,540
1872099,4b551fb3f964a520fadb27e3,Department Store,Wed Apr 04 04:42:33 +0000 2012,540
1059860,4b56e0f4f964a520eb1d28e3,Subway,Wed Apr 04 04:43:06 +0000 2012,540
787871,4e550b958130102d7e611ad0,Road,Wed Apr 04 04:43:26 +0000 2012,540
45250,4b5fb0b4f964a52054c829e3,Japanese Restaurant,Wed Apr 04 04:43:50 +0000 2012,540
1059860,4da4f55f4b22546389c544d7,Train Station,Wed Apr 04 04:46:36 +0000 2012,540
86858,4c02d5b06c349c74253c750c,Convenience Store,Wed Apr 04 04:49:30 +0000 2012,540
1302797,4c5babb87735c9b624648a72,Bike Shop,Wed Apr 04 04:51:46 +0000 2012,540
583626,4b89e779f964a520405532e3,Park,Wed Apr 04 04:52:23 +0000 2012,540
1059860,4cd20cb048b8370406edfcde,Train Station,Wed Apr 04 04:52:33 +0000 2012,540
32181,4dd73f3bb0fb8af380826a03,Caf�,Wed Apr 04 04:53:09 +0000 2012,540
296148,4b62487af964a52040402ae3,Subway,Wed Apr 04 04:57:23 +0000 2012,540
296148,4b5d8341f964a520985f29e3,Subway,Wed Apr 04 04:58:09 +0000 2012,540
59802,4e8a77f2b63423c020c88957,Dentist's Office,Wed Apr 04 05:00:06 +0000 2012,540
45250,4c1ef48cb4e62d7f220edf93,Coffee Shop,Wed Apr 04 05:00:54 +0000 2012,540
1898594,4b57d5eaf964a520404328e3,Department Store,Wed Apr 04 05:02:44 +0000 2012,540
566331,4b6b2c13f964a52064f72be3,Train Station,Wed Apr 04 05:04:24 +0000 2012,540
1004704,4d8aeb0b1508a143699d2f1e,Government Building,Wed Apr 04 05:06:12 +0000 2012,540
525783,4b820626f964a52025c830e3,Government Building,Wed Apr 04 05:09:43 +0000 2012,540
566331,4cb3a476b4b0a35d9c4562ce,Food & Drink Shop,Wed Apr 04 05:09:51 +0000 2012,540
583626,4b7b8b8ff964a520ee662fe3,Bridge,Wed Apr 04 05:10:01 +0000 2012,540
31888,4b63ee2af964a52089972ae3,Movie Theater,Wed Apr 04 05:11:59 +0000 2012,540
894666,4b66a152f964a520f5252be3,Ramen /  Noodle House,Wed Apr 04 05:14:02 +0000 2012,540
525783,4b9dd6f7f964a520abbf36e3,Police Station,Wed Apr 04 05:14:44 +0000 2012,540
510361,4cbaf96190c9a14307f091d6,Wine Bar,Wed Apr 04 05:16:13 +0000 2012,540
647753,4b978db9f964a520850835e3,Chinese Restaurant,Wed Apr 04 05:17:15 +0000 2012,540
525783,4d42c26a26418eecf5c8e7be,Church,Wed Apr 04 05:18:42 +0000 2012,540
32181,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 05:21:51 +0000 2012,540
525783,4d044d3e347da1cd07142b8f,Bridge,Wed Apr 04 05:22:02 +0000 2012,540
380151,4ddb1df4d22d4dbc8c146030,Building,Wed Apr 04 05:27:02 +0000 2012,540
1302797,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 05:28:11 +0000 2012,540
525783,4bf335b1706e20a1ae06a898,Science Museum,Wed Apr 04 05:28:33 +0000 2012,540
986704,4eccfcfe29c263bcc78b739c,Japanese Restaurant,Wed Apr 04 05:29:58 +0000 2012,540
891051,4e6047ad18a8ce02fbe7b061,Platform,Wed Apr 04 05:30:47 +0000 2012,540
1042298,4b616775f964a5205a122ae3,Subway,Wed Apr 04 05:37:26 +0000 2012,540
25620,4b5982c3f964a520a38a28e3,Government Building,Wed Apr 04 05:40:22 +0000 2012,540
803879,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 05:42:18 +0000 2012,540
812745,4b62744ff964a52043482ae3,Hotel,Wed Apr 04 05:43:40 +0000 2012,540
1872099,4b7134d1f964a520823c2de3,Italian Restaurant,Wed Apr 04 05:45:38 +0000 2012,540
494900,4ef482c1b8f77e0f97f676de,Train Station,Wed Apr 04 05:46:20 +0000 2012,540
60120,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 05:46:29 +0000 2012,540
25164,4e52f71452b1c616cd1773d4,Building,Wed Apr 04 05:46:45 +0000 2012,540
25164,4c9dcb7d46978cfa92079b7f,Convenience Store,Wed Apr 04 05:47:27 +0000 2012,540
318436,4b616775f964a5205a122ae3,Subway,Wed Apr 04 05:48:43 +0000 2012,540
16558,4b6b2c13f964a52064f72be3,Train Station,Wed Apr 04 05:54:48 +0000 2012,540
1758473,4d7c5eb0ea35236acd7e5823,Music Store,Wed Apr 04 05:55:00 +0000 2012,540
583626,4bf56c7ec6469c744e8eec14,Bridge,Wed Apr 04 05:56:24 +0000 2012,540
584983,4b5aad26f964a52068d028e3,Electronics Store,Wed Apr 04 05:56:31 +0000 2012,540
584983,4b616545f964a5201e122ae3,Electronics Store,Wed Apr 04 05:59:17 +0000 2012,540
16558,4b60d80ff964a5201ffd29e3,Train Station,Wed Apr 04 06:00:19 +0000 2012,540
546506,4b5d1602f964a520fb5129e3,Arcade,Wed Apr 04 06:08:03 +0000 2012,540
385061,4c1b11c8eac020a1045944c2,Platform,Wed Apr 04 06:09:30 +0000 2012,540
16558,4b81c47df964a520e2bc30e3,City Hall,Wed Apr 04 06:10:08 +0000 2012,540
395599,4b595789f964a5209d8528e3,Art Museum,Wed Apr 04 06:14:10 +0000 2012,540
1865544,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 06:15:43 +0000 2012,540
1432924,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 06:15:49 +0000 2012,540
1462307,4b6b2c13f964a52064f72be3,Train Station,Wed Apr 04 06:16:58 +0000 2012,540
768989,4b56c88af964a520211b28e3,Historic Site,Wed Apr 04 06:17:11 +0000 2012,540
1677849,4c9c11488afca0937557ea15,Train Station,Wed Apr 04 06:18:17 +0000 2012,540
1432924,4b5aad26f964a52068d028e3,Electronics Store,Wed Apr 04 06:19:59 +0000 2012,540
938354,4d4f51bdbd6ff04d86a8dc0c,Building,Wed Apr 04 06:21:33 +0000 2012,540
1462307,4b848fa7f964a520ca3b31e3,Subway,Wed Apr 04 06:22:58 +0000 2012,540
262049,4c3bed16980320a14a138ae4,Subway,Wed Apr 04 06:24:57 +0000 2012,540
1462307,4b78fae1f964a520fee72ee3,Government Building,Wed Apr 04 06:28:03 +0000 2012,540
944547,4b5aad26f964a52068d028e3,Electronics Store,Wed Apr 04 06:32:43 +0000 2012,540
2079135,4f7beaeee4b005e798c63ae9,Restaurant,Wed Apr 04 06:33:14 +0000 2012,540
1036663,4e7eacaf61afbe1c9b2a0c2d,Building,Wed Apr 04 06:33:44 +0000 2012,540
16831,4b3ae51bf964a520956f25e3,Train Station,Wed Apr 04 06:35:08 +0000 2012,540
1775650,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 06:42:47 +0000 2012,540
525783,4c1ea16db4e62d7fb394de93,Convenience Store,Wed Apr 04 06:48:18 +0000 2012,540
1169197,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 06:50:30 +0000 2012,540
885930,4bd1a168a8b3a5939904665f,Convenience Store,Wed Apr 04 06:50:53 +0000 2012,540
885930,4de9df70d164ef597cdc409b,Liquor Store,Wed Apr 04 06:52:46 +0000 2012,540
1775650,4b616545f964a5201e122ae3,Electronics Store,Wed Apr 04 06:53:05 +0000 2012,540
61785,4bbe79d682a2ef3b3a7c2bd2,Subway,Wed Apr 04 06:54:00 +0000 2012,540
16831,4dcb80631838cc2cc64e878f,Paper / Office Supplies Store,Wed Apr 04 06:54:25 +0000 2012,540
1389018,4b5934b7f964a5205b8128e3,Arts & Crafts Store,Wed Apr 04 06:57:15 +0000 2012,540
885930,4bce8df0937ca59336ceae92,Bookstore,Wed Apr 04 06:57:50 +0000 2012,540
1872099,4b5934b7f964a5205b8128e3,Arts & Crafts Store,Wed Apr 04 06:58:14 +0000 2012,540
542077,4dc53215d4c0ad9c0f80d5a9,Soup Place,Wed Apr 04 06:58:52 +0000 2012,540
944547,4d734373ff6ba35d5ca07a8a,Arcade,Wed Apr 04 06:59:40 +0000 2012,540
1108669,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 07:00:53 +0000 2012,540
2240952,4dc0ec091838710f437169a1,Platform,Wed Apr 04 07:08:18 +0000 2012,540
882633,4c1dad56b4e62d7f303ddd93,BBQ Joint,Wed Apr 04 07:10:36 +0000 2012,540
1775650,4b57d5eaf964a520404328e3,Department Store,Wed Apr 04 07:10:40 +0000 2012,540
1775650,4e8583194690156021fa1183,Salad Place,Wed Apr 04 07:11:03 +0000 2012,540
1750772,4d9ee948ded9a0933ac5f806,Subway,Wed Apr 04 07:12:47 +0000 2012,540
998119,4d635518b13a2c0f7351ba48,Bowling Alley,Wed Apr 04 07:13:11 +0000 2012,540
1073386,4b616775f964a5205a122ae3,Subway,Wed Apr 04 07:15:56 +0000 2012,540
546506,4b56e0f4f964a520eb1d28e3,Subway,Wed Apr 04 07:16:27 +0000 2012,540
16831,4b56e0f4f964a520eb1d28e3,Subway,Wed Apr 04 07:19:50 +0000 2012,540
16831,4b5aad26f964a52068d028e3,Electronics Store,Wed Apr 04 07:20:14 +0000 2012,540
1775650,4b5a7b8ef964a520b2c728e3,Train Station,Wed Apr 04 07:23:13 +0000 2012,540
476573,4b565252f964a520260b28e3,Park,Wed Apr 04 07:24:30 +0000 2012,540
1073386,4bc26796f8219c748fdeb410,Office,Wed Apr 04 07:25:07 +0000 2012,540
1462307,4b583bf5f964a520ed4e28e3,Convenience Store,Wed Apr 04 07:27:26 +0000 2012,540
1432924,4b5aad26f964a52068d028e3,Electronics Store,Wed Apr 04 07:29:37 +0000 2012,540
11591,4b595789f964a5209d8528e3,Art Museum,Wed Apr 04 07:32:38 +0000 2012,540
1872099,4b551fb3f964a520fadb27e3,Department Store,Wed Apr 04 07:45:20 +0000 2012,540
1527324,4db822f80cb6cc307a6cc92c,Train Station,Wed Apr 04 07:47:24 +0000 2012,540
